victim_race,victim_age,victim_sex,city,disposition,year,month,arrest_was_not_made
Black,36,Male,Chicago,Open/No arrest,2017,6,1
Black,25,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Black,27,Male,Chicago,Open/No arrest,2017,6,1
Black,16,Male,Chicago,Open/No arrest,2017,6,1
Black,15,Male,Chicago,Open/No arrest,2017,6,1
Black,17,Female,Chicago,Open/No arrest,2017,6,1
Black,44,Male,Chicago,Closed by arrest,2017,6,0
Black,23,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,25,Male,Chicago,Open/No arrest,2017,6,1
Black,18,Male,Chicago,Open/No arrest,2017,6,1
White,21,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,36,Male,Chicago,Closed by arrest,2017,6,0
Hispanic,29,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,19,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,24,Male,Chicago,Open/No arrest,2017,6,1
White,13,Female,Chicago,Closed by arrest,2017,6,0
Black,21,Male,Chicago,Open/No arrest,2017,6,1
Black,20,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,15,Male,Chicago,Open/No arrest,2017,6,1
Black,29,Male,Chicago,Closed without arrest,2017,6,1
Black,39,Male,Chicago,Open/No arrest,2017,6,1
Black,32,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,21,Male,Chicago,Closed without arrest,2017,6,1
Black,28,Male,Chicago,Open/No arrest,2017,6,1
Black,15,Male,Chicago,Open/No arrest,2017,6,1
Black,46,Male,Chicago,Open/No arrest,2017,6,1
Black,78,Male,Chicago,Open/No arrest,2017,6,1
Black,17,Male,Chicago,Open/No arrest,2017,6,1
Black,18,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Black,25,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,32,Male,Chicago,Open/No arrest,2017,6,1
Black,25,Female,Chicago,Open/No arrest,2017,6,1
Hispanic,3,Female,Chicago,Closed by arrest,2017,6,0
Black,67,Male,Chicago,Open/No arrest,2017,6,1
Black,69,Female,Chicago,Open/No arrest,2017,6,1
Hispanic,17,Female,Chicago,Open/No arrest,2017,6,1
Black,16,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Black,25,Male,Chicago,Open/No arrest,2017,6,1
Black,33,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Black,34,Male,Chicago,Open/No arrest,2017,6,1
Black,49,Female,Chicago,Closed without arrest,2017,6,1
Black,30,Male,Chicago,Open/No arrest,2017,6,1
Black,15,Male,Chicago,Open/No arrest,2017,6,1
Black,58,Female,Chicago,Open/No arrest,2017,6,1
Black,21,Male,Chicago,Open/No arrest,2017,6,1
Black,44,Male,Chicago,Closed by arrest,2017,6,0
Black,28,Male,Chicago,Open/No arrest,2017,6,1
Black,44,Male,Chicago,Open/No arrest,2017,6,1
Black,23,Male,Chicago,Open/No arrest,2017,6,1
Black,26,Male,Chicago,Open/No arrest,2017,6,1
Black,13,Male,Chicago,Open/No arrest,2017,6,1
Black,23,Male,Chicago,Open/No arrest,2017,6,1
Black,33,Male,Chicago,Open/No arrest,2017,6,1
Black,28,Male,Chicago,Open/No arrest,2017,6,1
Black,28,Male,Chicago,Open/No arrest,2017,6,1
Black,23,Male,Chicago,Closed by arrest,2017,6,0
Black,54,Male,Chicago,Closed by arrest,2017,6,0
Black,24,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,16,Male,Chicago,Open/No arrest,2017,6,1
Black,32,Female,Chicago,Open/No arrest,2017,6,1
Black,41,Female,Chicago,Open/No arrest,2017,6,1
Hispanic,22,Male,Chicago,Open/No arrest,2017,6,1
Hispanic,23,Female,Chicago,Open/No arrest,2017,6,1
Black,50,Male,Chicago,Open/No arrest,2017,6,1
Black,30,Male,Chicago,Open/No arrest,2017,6,1
Black,28,Male,Chicago,Open/No arrest,2017,6,1
Black,23,Male,Chicago,Open/No arrest,2017,6,1
Black,47,Male,Chicago,Open/No arrest,2017,7,1
Black,31,Male,Chicago,Open/No arrest,2017,7,1
Black,39,Male,Chicago,Open/No arrest,2017,7,1
Black,52,Male,Chicago,Open/No arrest,2017,6,1
Black,21,Male,Chicago,Closed by arrest,2017,7,0
Black,56,Male,Chicago,Open/No arrest,2017,7,1
Black,30,Male,Chicago,Open/No arrest,2017,7,1
Black,42,Male,Chicago,Open/No arrest,2017,7,1
Black,35,Male,Chicago,Open/No arrest,2017,7,1
Black,33,Male,Chicago,Open/No arrest,2017,7,1
Black,21,Male,Chicago,Open/No arrest,2017,7,1
Black,31,Male,Chicago,Open/No arrest,2017,7,1
Black,63,Male,Chicago,Closed by arrest,2017,7,0
Black,26,Male,Chicago,Open/No arrest,2017,7,1
Black,30,Male,Chicago,Open/No arrest,2017,7,1
Black,23,Female,Chicago,Open/No arrest,2017,7,1
Black,27,Male,Chicago,Open/No arrest,2017,7,1
Black,22,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,34,Male,Chicago,Open/No arrest,2017,7,1
Black,21,Male,Chicago,Open/No arrest,2017,7,1
Black,27,Female,Chicago,Open/No arrest,2017,7,1
Black,50,Male,Chicago,Open/No arrest,2017,7,1
Black,40,Female,Chicago,Open/No arrest,2017,7,1
Black,25,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,32,Male,Chicago,Closed by arrest,2017,7,0
Black,28,Male,Chicago,Open/No arrest,2017,7,1
Black,29,Male,Chicago,Open/No arrest,2017,7,1
Black,24,Male,Chicago,Open/No arrest,2017,7,1
Black,29,Male,Chicago,Open/No arrest,2017,7,1
Black,27,Male,Chicago,Open/No arrest,2017,7,1
Black,25,Male,Chicago,Open/No arrest,2017,7,1
Black,17,Male,Chicago,Open/No arrest,2017,7,1
Black,21,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,26,Male,Chicago,Open/No arrest,2017,7,1
White,49,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,9,Male,Chicago,Open/No arrest,2017,7,1
Black,40,Male,Chicago,Open/No arrest,2017,7,1
Black,20,Male,Chicago,Open/No arrest,2017,7,1
Black,60,Male,Chicago,Open/No arrest,2017,7,1
Black,58,Male,Chicago,Open/No arrest,2017,7,1
Black,34,Male,Chicago,Open/No arrest,2017,7,1
Black,23,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,15,Male,Chicago,Open/No arrest,2017,7,1
Black,26,Male,Chicago,Open/No arrest,2017,7,1
Black,31,Male,Chicago,Open/No arrest,2017,7,1
Black,25,Male,Chicago,Open/No arrest,2017,7,1
Black,56,Male,Chicago,Open/No arrest,2017,7,1
Black,70,Male,Chicago,Open/No arrest,2017,7,1
White,28,Male,Chicago,Open/No arrest,2017,7,1
White,30,Male,Chicago,Closed by arrest,2017,7,0
Black,21,Male,Chicago,Open/No arrest,2017,7,1
Black,23,Male,Chicago,Open/No arrest,2017,7,1
Black,18,Male,Chicago,Open/No arrest,2017,7,1
Black,35,Male,Chicago,Open/No arrest,2017,7,1
Black,40,Male,Chicago,Open/No arrest,2017,7,1
Black,18,Male,Chicago,Open/No arrest,2017,7,1
Black,18,Male,Chicago,Closed without arrest,2017,7,1
Hispanic,52,Male,Chicago,Open/No arrest,2017,7,1
Black,20,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,21,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,43,Male,Chicago,Open/No arrest,2017,7,1
Black,40,Male,Chicago,Open/No arrest,2017,7,1
Black,26,Male,Chicago,Open/No arrest,2017,7,1
White,26,Male,Chicago,Closed by arrest,2017,7,0
Black,55,Male,Chicago,Closed by arrest,2017,7,0
Black,18,Male,Chicago,Open/No arrest,2017,7,1
Black,31,Male,Chicago,Closed without arrest,2017,7,1
Black,54,Male,Chicago,Open/No arrest,2017,7,1
Black,23,Male,Chicago,Open/No arrest,2017,7,1
Black,28,Female,Chicago,Open/No arrest,2017,7,1
Black,18,Male,Chicago,Open/No arrest,2017,7,1
Black,24,Male,Chicago,Open/No arrest,2017,7,1
Black,20,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,21,Male,Chicago,Open/No arrest,2017,7,1
Black,38,Male,Chicago,Open/No arrest,2017,7,1
Black,1,Male,Chicago,Open/No arrest,2017,7,1
Black,19,Male,Chicago,Open/No arrest,2017,7,1
Hispanic,46,Male,Chicago,Open/No arrest,2017,8,1
Black,39,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,14,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,33,Male,Chicago,Closed without arrest,2017,8,1
Black,51,Male,Chicago,Open/No arrest,2017,8,1
Black,28,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,48,Male,Chicago,Open/No arrest,2017,8,1
Black,25,Male,Chicago,Open/No arrest,2017,8,1
Black,26,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,28,Male,Chicago,Open/No arrest,2017,8,1
White,86,Male,Chicago,Closed by arrest,2017,8,0
Black,44,Female,Chicago,Open/No arrest,2017,8,1
Hispanic,29,Male,Chicago,Open/No arrest,2017,8,1
Black,20,Male,Chicago,Open/No arrest,2017,8,1
Black,27,Female,Chicago,Open/No arrest,2017,8,1
Black,23,Male,Chicago,Open/No arrest,2017,8,1
Black,46,Male,Chicago,Open/No arrest,2017,8,1
Black,34,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,24,Female,Chicago,Open/No arrest,2017,8,1
Hispanic,22,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,17,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,26,Male,Chicago,Open/No arrest,2017,8,1
Black,25,Male,Chicago,Open/No arrest,2017,8,1
Black,36,Male,Chicago,Open/No arrest,2017,6,1
Black,23,Male,Chicago,Open/No arrest,2017,8,1
White,46,Male,Chicago,Open/No arrest,2017,7,1
Black,32,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,19,Male,Chicago,Open/No arrest,2017,8,1
Black,16,Male,Chicago,Open/No arrest,2017,8,1
Black,24,Male,Chicago,Open/No arrest,2017,8,1
Black,28,Male,Chicago,Open/No arrest,2017,8,1
Black,26,Male,Chicago,Open/No arrest,2017,8,1
Black,24,Male,Chicago,Open/No arrest,2017,8,1
Black,21,Male,Chicago,Open/No arrest,2017,8,1
Black,22,Male,Chicago,Open/No arrest,2017,8,1
Black,33,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,30,Male,Chicago,Open/No arrest,2017,8,1
Black,32,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,21,Male,Chicago,Open/No arrest,2017,8,1
Black,21,Male,Chicago,Open/No arrest,2017,8,1
Black,41,Male,Chicago,Open/No arrest,2017,8,1
Black,33,Female,Chicago,Open/No arrest,2017,8,1
Black,51,Male,Chicago,Open/No arrest,2017,8,1
Black,31,Male,Chicago,Open/No arrest,2017,8,1
Black,16,Male,Chicago,Open/No arrest,2017,8,1
Black,24,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,18,Male,Chicago,Open/No arrest,2017,8,1
Black,35,Male,Chicago,Open/No arrest,2017,8,1
Hispanic,51,Male,Chicago,Open/No arrest,2017,8,1
Black,24,Male,Chicago,Open/No arrest,2017,8,1
Black,35,Male,Chicago,Open/No arrest,2017,8,1
Black,42,Male,Chicago,Open/No arrest,2017,8,1
Black,26,Male,Chicago,Closed without arrest,2017,8,1
Black,24,Male,Chicago,Closed without arrest,2017,8,1
Black,26,Male,Chicago,Open/No arrest,2017,9,1
Black,39,Male,Chicago,Open/No arrest,2017,9,1
Black,20,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,26,Male,Chicago,Open/No arrest,2017,9,1
Black,26,Female,Chicago,Closed without arrest,2017,9,1
Black,38,Male,Chicago,Open/No arrest,2017,9,1
Black,15,Male,Chicago,Open/No arrest,2017,9,1
Black,14,Male,Chicago,Open/No arrest,2017,9,1
Black,21,Male,Chicago,Open/No arrest,2017,9,1
Black,25,Male,Chicago,Open/No arrest,2017,9,1
Black,18,Male,Chicago,Open/No arrest,2017,9,1
Black,30,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,22,Male,Chicago,Open/No arrest,2017,9,1
Black,30,Female,Chicago,Open/No arrest,2017,9,1
Black,26,Female,Chicago,Open/No arrest,2017,9,1
Black,36,Male,Chicago,Open/No arrest,2017,9,1
Black,22,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,17,Male,Chicago,Open/No arrest,2017,9,1
Black,32,Male,Chicago,Open/No arrest,2017,9,1
Black,25,Male,Chicago,Open/No arrest,2017,9,1
Black,40,Male,Chicago,Open/No arrest,2017,9,1
Black,24,Male,Chicago,Open/No arrest,2017,9,1
Black,23,Male,Chicago,Closed by arrest,2017,9,0
Hispanic,20,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,28,Female,Chicago,Open/No arrest,2017,9,1
Hispanic,27,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,21,Male,Chicago,Open/No arrest,2017,9,1
Black,21,Male,Chicago,Closed by arrest,2017,9,0
Black,32,Male,Chicago,Open/No arrest,2017,9,1
Black,41,Male,Chicago,Open/No arrest,2017,9,1
Black,30,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,23,Male,Chicago,Open/No arrest,2017,9,1
Black,42,Female,Chicago,Open/No arrest,2017,9,1
Black,47,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,28,Male,Chicago,Closed by arrest,2017,9,0
Black,21,Male,Chicago,Open/No arrest,2017,9,1
Hispanic,30,Male,Chicago,Open/No arrest,2017,9,1
Black,48,Male,Chicago,Open/No arrest,2017,9,1
Black,23,Male,Chicago,Open/No arrest,2017,9,1
Black,28,Male,Chicago,Open/No arrest,2017,9,1
Black,28,Male,Chicago,Open/No arrest,2017,9,1
White,33,Male,Chicago,Open/No arrest,2017,9,1
Black,34,Male,Chicago,Open/No arrest,2017,9,1
Black,46,Male,Chicago,Open/No arrest,2017,9,1
Black,16,Male,Chicago,Closed by arrest,2017,9,0
Black,28,Male,Chicago,Open/No arrest,2017,9,1
Black,21,Male,Chicago,Open/No arrest,2017,9,1
Black,44,Male,Chicago,Open/No arrest,2017,9,1
Black,20,Male,Chicago,Open/No arrest,2017,9,1
Black,22,Male,Chicago,Open/No arrest,2017,9,1
Black,34,Male,Chicago,Closed by arrest,2017,9,0
Black,65,Male,Chicago,Open/No arrest,2017,9,1
Black,33,Male,Chicago,Open/No arrest,2017,9,1
Black,20,Female,Chicago,Open/No arrest,2017,9,1
Black,35,Male,Chicago,Open/No arrest,2017,9,1
White,27,Male,Chicago,Open/No arrest,2017,9,1
Black,49,Male,Chicago,Open/No arrest,2017,9,1
Black,33,Female,Chicago,Open/No arrest,2017,9,1
Hispanic,22,Male,Chicago,Open/No arrest,2017,10,1
Black,28,Male,Chicago,Closed by arrest,2017,10,0
Black,22,Male,Chicago,Open/No arrest,2017,10,1
White,35,Male,Chicago,Open/No arrest,2017,10,1
Black,31,Male,Chicago,Open/No arrest,2017,10,1
Black,43,Male,Chicago,Open/No arrest,2017,10,1
Black,33,Male,Chicago,Open/No arrest,2017,10,1
Black,1,Female,Chicago,Open/No arrest,2017,9,1
Black,25,Male,Chicago,Open/No arrest,2017,10,1
Black,25,Male,Chicago,Open/No arrest,2017,10,1
Black,22,Male,Chicago,Open/No arrest,2017,10,1
Black,17,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,20,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,18,Male,Chicago,Open/No arrest,2017,10,1
Black,30,Male,Chicago,Open/No arrest,2017,10,1
Black,24,Male,Chicago,Open/No arrest,2017,10,1
White,34,Male,Chicago,Open/No arrest,2017,10,1
Black,46,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,47,Male,Chicago,Open/No arrest,2017,10,1
Black,1,Female,Chicago,Open/No arrest,2017,10,1
Black,22,Male,Chicago,Open/No arrest,2017,10,1
Black,28,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,24,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,55,Male,Chicago,Closed by arrest,2017,10,0
Black,26,Male,Chicago,Open/No arrest,2017,10,1
White,63,Female,Chicago,Open/No arrest,2017,10,1
Hispanic,52,Male,Chicago,Open/No arrest,2017,10,1
Black,23,Male,Chicago,Open/No arrest,2017,10,1
Black,19,Male,Chicago,Open/No arrest,2017,10,1
Black,17,Male,Chicago,Open/No arrest,2017,10,1
Black,26,Female,Chicago,Open/No arrest,2017,10,1
Black,22,Male,Chicago,Open/No arrest,2017,10,1
Black,26,Male,Chicago,Open/No arrest,2017,10,1
Black,19,Male,Chicago,Open/No arrest,2017,10,1
Black,19,Male,Chicago,Open/No arrest,2017,10,1
Black,29,Male,Chicago,Open/No arrest,2017,10,1
Black,21,Male,Chicago,Open/No arrest,2017,10,1
Black,32,Male,Chicago,Open/No arrest,2017,10,1
Black,30,Male,Chicago,Open/No arrest,2017,10,1
Black,36,Female,Chicago,Closed by arrest,2017,10,0
Black,25,Male,Chicago,Open/No arrest,2017,10,1
Black,21,Male,Chicago,Open/No arrest,2017,10,1
Black,24,Male,Chicago,Closed by arrest,2017,10,0
Black,17,Male,Chicago,Open/No arrest,2017,10,1
Black,23,Male,Chicago,Open/No arrest,2017,10,1
Black,37,Male,Chicago,Open/No arrest,2017,10,1
Black,29,Male,Chicago,Open/No arrest,2017,10,1
Black,40,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,46,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,15,Male,Chicago,Open/No arrest,2017,10,1
Black,53,Male,Chicago,Closed by arrest,2017,10,0
Black,39,Male,Chicago,Open/No arrest,2017,10,1
Black,35,Male,Chicago,Open/No arrest,2017,10,1
Hispanic,21,Female,Chicago,Open/No arrest,2017,10,1
Black,46,Male,Chicago,Open/No arrest,2017,10,1
Black,63,Male,Chicago,Open/No arrest,2017,10,1
Black,29,Male,Chicago,Open/No arrest,2017,10,1
Black,73,Male,Chicago,Open/No arrest,2017,4,1
Black,1,Female,Chicago,Open/No arrest,2017,10,1
Black,22,Male,Chicago,Open/No arrest,2017,11,1
Black,24,Male,Chicago,Open/No arrest,2017,11,1
Black,28,Male,Chicago,Open/No arrest,2017,11,1
Black,29,Male,Chicago,Open/No arrest,2017,11,1
Hispanic,29,Male,Chicago,Open/No arrest,2017,11,1
Black,37,Female,Chicago,Open/No arrest,2017,11,1
Black,26,Male,Chicago,Open/No arrest,2017,11,1
Black,36,Male,Chicago,Open/No arrest,2017,11,1
Hispanic,28,Male,Chicago,Open/No arrest,2017,11,1
Black,30,Male,Chicago,Open/No arrest,2017,11,1
Black,37,Male,Chicago,Open/No arrest,2017,11,1
Hispanic,29,Male,Chicago,Open/No arrest,2017,11,1
Hispanic,29,Male,Chicago,Open/No arrest,2017,11,1
Black,25,Male,Chicago,Open/No arrest,2017,11,1
Black,27,Male,Chicago,Open/No arrest,2017,11,1
Black,18,Male,Chicago,Open/No arrest,2017,11,1
Black,24,Male,Chicago,Open/No arrest,2017,11,1
Black,21,Male,Chicago,Open/No arrest,2017,11,1
Black,15,Male,Chicago,Open/No arrest,2017,11,1
Black,16,Male,Chicago,Open/No arrest,2017,11,1
White,53,Male,Chicago,Open/No arrest,2017,10,1
Black,30,Male,Chicago,Closed by arrest,2017,11,0
Black,49,Male,Chicago,Open/No arrest,2017,11,1
Black,53,Male,Chicago,Closed by arrest,2017,11,0
Black,28,Female,Chicago,Open/No arrest,2017,11,1
Black,44,Male,Chicago,Open/No arrest,2017,11,1
Black,40,Male,Chicago,Open/No arrest,2017,11,1
Black,27,Male,Chicago,Open/No arrest,2017,11,1
Hispanic,22,Male,Chicago,Open/No arrest,2017,11,1
Black,23,Male,Chicago,Open/No arrest,2017,11,1
Black,22,Male,Chicago,Open/No arrest,2017,11,1
Black,61,Male,Chicago,Closed by arrest,2017,11,0
Black,18,Male,Chicago,Open/No arrest,2017,11,1
Black,28,Male,Chicago,Open/No arrest,2017,11,1
Black,29,Male,Chicago,Closed without arrest,2017,11,1
Black,20,Male,Chicago,Open/No arrest,2017,11,1
Black,47,Male,Chicago,Closed by arrest,2017,12,0
Hispanic,28,Male,Chicago,Open/No arrest,2017,12,1
Black,38,Male,Chicago,Closed without arrest,2017,11,1
Black,42,Male,Chicago,Open/No arrest,2017,12,1
Black,38,Male,Chicago,Open/No arrest,2017,12,1
Black,20,Male,Chicago,Open/No arrest,2017,12,1
Black,19,Male,Chicago,Open/No arrest,2017,12,1
Black,26,Male,Chicago,Open/No arrest,2017,12,1
Black,22,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,35,Male,Chicago,Open/No arrest,2017,12,1
Black,45,Male,Chicago,Open/No arrest,2017,12,1
Black,24,Male,Chicago,Open/No arrest,2017,12,1
Black,18,Male,Chicago,Closed by arrest,2017,12,0
Black,23,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,26,Male,Chicago,Open/No arrest,2017,12,1
Black,23,Male,Chicago,Open/No arrest,2017,12,1
Black,25,Male,Chicago,Open/No arrest,2017,12,1
Black,31,Male,Chicago,Open/No arrest,2017,12,1
White,30,Male,Chicago,Open/No arrest,2017,12,1
Black,21,Male,Chicago,Open/No arrest,2017,12,1
Black,20,Female,Chicago,Open/No arrest,2017,12,1
Hispanic,25,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,21,Female,Chicago,Open/No arrest,2017,12,1
Hispanic,67,Male,Chicago,Open/No arrest,2017,12,1
Black,33,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,15,Male,Chicago,Open/No arrest,2017,12,1
White,29,Male,Chicago,Open/No arrest,2017,12,1
Black,26,Male,Chicago,Open/No arrest,2017,12,1
Black,19,Male,Chicago,Open/No arrest,2017,12,1
Black,21,Male,Chicago,Open/No arrest,2017,12,1
Black,45,Male,Chicago,Open/No arrest,2017,12,1
Black,28,Male,Chicago,Open/No arrest,2017,12,1
Black,21,Male,Chicago,Open/No arrest,2017,12,1
Black,20,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,24,Male,Chicago,Open/No arrest,2017,12,1
Black,56,Male,Chicago,Open/No arrest,2017,12,1
Black,21,Female,Chicago,Open/No arrest,2017,12,1
Black,22,Male,Chicago,Open/No arrest,2017,12,1
Black,24,Male,Chicago,Open/No arrest,2017,12,1
Black,32,Male,Chicago,Open/No arrest,2017,12,1
Hispanic,20,Male,Chicago,Open/No arrest,2017,12,1
Black,41,Male,Los Angeles,Closed by arrest,2010,4,0
Other,48,Male,Los Angeles,Closed by arrest,2010,11,0
Asian,74,Female,Los Angeles,Closed by arrest,2010,1,0
White,65,Male,Los Angeles,Open/No arrest,2010,5,1
Black,64,Male,Los Angeles,Closed by arrest,2010,6,0
Black,35,Male,Los Angeles,Open/No arrest,2010,7,1
Hispanic,38,Male,Los Angeles,Closed by arrest,2010,8,0
White,40,Female,Los Angeles,Closed by arrest,2010,12,0
Hispanic,32,Male,Los Angeles,Open/No arrest,2010,8,1
Hispanic,26,Male,Los Angeles,Open/No arrest,2010,1,1
Black,21,Male,Los Angeles,Open/No arrest,2010,3,1
White,29,Male,Los Angeles,Closed by arrest,2010,3,0
Hispanic,33,Male,Los Angeles,Open/No arrest,2010,3,1
Hispanic,23,Male,Los Angeles,Open/No arrest,2010,3,1
Hispanic,34,Male,Los Angeles,Open/No arrest,2010,5,1
Hispanic,37,Female,Los Angeles,Closed by arrest,2010,6,0
White,27,Male,Los Angeles,Closed by arrest,2010,6,0
Hispanic,14,Female,Los Angeles,Closed by arrest,2010,7,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2010,7,1
Hispanic,16,Male,Los Angeles,Open/No arrest,2010,8,1
Hispanic,19,Male,Los Angeles,Closed by arrest,2010,9,0
Hispanic,30,Female,Los Angeles,Open/No arrest,2010,9,1
Hispanic,19,Male,Los Angeles,Open/No arrest,2010,11,1
Hispanic,22,Male,Los Angeles,Closed by arrest,2010,11,0
Black,45,Male,Los Angeles,Open/No arrest,2010,2,1
Black,23,Male,Los Angeles,Open/No arrest,2010,2,1
Black,22,Male,Los Angeles,Closed by arrest,2010,2,0
Hispanic,51,Male,Los Angeles,Open/No arrest,2010,3,1
Black,22,Male,Los Angeles,Open/No arrest,2010,3,1
Black,55,Female,Los Angeles,Open/No arrest,2010,5,1
Black,20,Male,Los Angeles,Open/No arrest,2010,5,1
Black,34,Male,Los Angeles,Closed by arrest,2010,6,0
Black,41,Male,Los Angeles,Closed by arrest,2010,6,0
Black,30,Male,Los Angeles,Closed by arrest,2010,6,0
Black,27,Female,Los Angeles,Closed by arrest,2010,7,0
Hispanic,29,Male,Los Angeles,Closed by arrest,2010,9,0
Black,25,Male,Los Angeles,Open/No arrest,2010,10,1
Black,18,Male,Los Angeles,Open/No arrest,2010,10,1
Hispanic,49,Male,Los Angeles,Open/No arrest,2010,11,1
Hispanic,17,Male,Los Angeles,Open/No arrest,2010,12,1
Hispanic,19,Male,Los Angeles,Closed by arrest,2010,3,0
Black,20,Male,Los Angeles,Open/No arrest,2010,5,1
Hispanic,15,Male,Los Angeles,Open/No arrest,2010,8,1
Hispanic,34,Female,Los Angeles,Closed by arrest,2010,9,0
Hispanic,19,Female,Los Angeles,Closed by arrest,2010,11,0
Hispanic,41,Male,Los Angeles,Closed by arrest,2010,12,0
Hispanic,27,Male,Los Angeles,Open/No arrest,2010,12,1
Hispanic,21,Female,Los Angeles,Open/No arrest,2010,1,1
Hispanic,25,Male,Los Angeles,Closed by arrest,2010,3,0
Hispanic,20,Male,Los Angeles,Closed by arrest,2010,3,0
Hispanic,19,Male,Los Angeles,Open/No arrest,2010,4,1
Hispanic,23,Male,Los Angeles,Open/No arrest,2010,4,1
Hispanic,16,Male,Los Angeles,Open/No arrest,2010,5,1
Hispanic,27,Male,Los Angeles,Closed by arrest,2010,5,0
Hispanic,17,Male,Los Angeles,Open/No arrest,2010,5,1
Hispanic,20,Male,Los Angeles,Closed by arrest,2010,9,0
Hispanic,20,Male,Los Angeles,Open/No arrest,2010,9,1
Hispanic,30,Male,Los Angeles,Open/No arrest,2010,11,1
Hispanic,25,Male,Los Angeles,Open/No arrest,2010,11,1
Hispanic,18,Male,Los Angeles,Closed by arrest,2010,12,0
White,47,Male,Los Angeles,Closed by arrest,2010,3,0
Hispanic,18,Male,Los Angeles,Open/No arrest,2010,12,1
White,63,Male,Los Angeles,Open/No arrest,2010,2,1
Hispanic,38,Male,Los Angeles,Open/No arrest,2010,4,1
White,34,Male,Los Angeles,Closed by arrest,2010,5,0
Hispanic,22,Male,Los Angeles,Open/No arrest,2010,6,1
Hispanic,69,Male,Los Angeles,Open/No arrest,2010,6,1
White,33,Male,Los Angeles,Closed by arrest,2010,7,0
Other,10,Female,Los Angeles,Open/No arrest,2010,7,1
Hispanic,34,Male,Los Angeles,Open/No arrest,2010,7,1
Other,45,Male,Los Angeles,Closed by arrest,2010,8,0
Hispanic,36,Male,Los Angeles,Closed by arrest,2010,8,0
Black,24,Male,Los Angeles,Closed by arrest,2010,9,0
Hispanic,17,Male,Los Angeles,Open/No arrest,2010,10,1
Hispanic,27,Male,Los Angeles,Closed by arrest,2010,11,0
Hispanic,29,Male,Los Angeles,Open/No arrest,2010,12,1
White,34,Male,Los Angeles,Open/No arrest,2010,1,1
Hispanic,36,Male,Los Angeles,Open/No arrest,2010,1,1
Hispanic,20,Male,Los Angeles,Closed by arrest,2010,1,0
White,46,Female,Los Angeles,Closed by arrest,2010,3,0
Other,52,Female,Los Angeles,Closed by arrest,2010,3,0
White,49,Male,Los Angeles,Open/No arrest,2010,4,1
Black,46,Female,Los Angeles,Open/No arrest,2010,4,1
