victim_race,victim_age,victim_sex,city,disposition,year,month,arrest_was_not_made
Hispanic,42,Male,Chicago,Open/No arrest,2013,9,1
Hispanic,24,Male,Chicago,Open/No arrest,2013,9,1
Black,23,Male,Chicago,Open/No arrest,2013,9,1
Black,20,Male,Chicago,Open/No arrest,2013,9,1
Black,35,Male,Chicago,Open/No arrest,2013,9,1
Black,19,Male,Chicago,Open/No arrest,2013,9,1
Hispanic,39,Male,Chicago,Closed by arrest,2013,9,0
Black,60,Male,Chicago,Open/No arrest,2013,9,1
Black,34,Male,Chicago,Closed by arrest,2013,9,0
Hispanic,19,Male,Chicago,Closed by arrest,2013,9,0
Black,31,Male,Chicago,Open/No arrest,2013,9,1
Black,67,Male,Chicago,Open/No arrest,2013,9,1
Black,23,Male,Chicago,Open/No arrest,2013,9,1
Black,36,Male,Chicago,Open/No arrest,2013,9,1
Black,29,Female,Chicago,Closed by arrest,2013,9,0
Black,25,Male,Chicago,Closed by arrest,2013,9,0
Black,14,Male,Chicago,Closed by arrest,2013,9,0
Black,18,Male,Chicago,Closed by arrest,2013,9,0
Black,21,Male,Chicago,Open/No arrest,2013,9,1
Black,37,Male,Chicago,Open/No arrest,2013,9,1
Black,22,Male,Chicago,Open/No arrest,2013,9,1
Black,24,Female,Chicago,Closed by arrest,2013,9,0
Black,24,Male,Chicago,Open/No arrest,2013,9,1
Black,17,Male,Chicago,Closed by arrest,2013,9,0
Black,45,Female,Chicago,Open/No arrest,2013,9,1
Black,30,Male,Chicago,Open/No arrest,2013,9,1
Black,19,Male,Chicago,Open/No arrest,2013,9,1
Black,1,Male,Chicago,Closed by arrest,2013,9,0
Black,27,Male,Chicago,Closed by arrest,2013,9,0
Hispanic,18,Male,Chicago,Open/No arrest,2013,9,1
Black,1,Female,Chicago,Closed by arrest,2013,10,0
Black,36,Male,Chicago,Open/No arrest,2013,10,1
Black,19,Male,Chicago,Open/No arrest,2013,10,1
Black,46,Male,Chicago,Open/No arrest,2013,10,1
Hispanic,29,Male,Chicago,Closed by arrest,2013,10,0
Black,19,Male,Chicago,Closed by arrest,2013,10,0
Black,38,Male,Chicago,Open/No arrest,2013,10,1
Hispanic,24,Male,Chicago,Open/No arrest,2013,10,1
White,70,Female,Chicago,Closed by arrest,2013,10,0
Black,21,Male,Chicago,Open/No arrest,2013,10,1
Black,24,Male,Chicago,Open/No arrest,2013,10,1
Black,23,Male,Chicago,Open/No arrest,2013,10,1
Black,27,Male,Chicago,Open/No arrest,2013,10,1
Black,16,Male,Chicago,Open/No arrest,2013,10,1
Black,22,Male,Chicago,Open/No arrest,2013,10,1
Hispanic,20,Female,Chicago,Closed by arrest,2013,10,0
Black,29,Male,Chicago,Open/No arrest,2013,10,1
Black,49,Male,Chicago,Closed by arrest,2013,10,0
Black,24,Male,Chicago,Open/No arrest,2013,10,1
Black,28,Male,Chicago,Closed by arrest,2013,10,0
Black,22,Male,Chicago,Closed by arrest,2013,10,0
Black,57,Male,Chicago,Open/No arrest,2013,10,1
Black,23,Male,Chicago,Open/No arrest,2013,10,1
Black,30,Male,Chicago,Closed by arrest,2013,10,0
Black,40,Male,Chicago,Open/No arrest,2013,10,1
Hispanic,17,Male,Chicago,Open/No arrest,2013,10,1
Black,55,Male,Chicago,Open/No arrest,2013,10,1
Black,32,Male,Chicago,Open/No arrest,2013,10,1
Black,48,Male,Chicago,Open/No arrest,2013,10,1
Black,23,Male,Chicago,Open/No arrest,2013,10,1
Black,19,Male,Chicago,Open/No arrest,2013,10,1
Black,25,Male,Chicago,Open/No arrest,2013,10,1
Hispanic,23,Male,Chicago,Open/No arrest,2013,11,1
Black,18,Male,Chicago,Closed without arrest,2013,11,1
Black,27,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,27,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,31,Female,Chicago,Closed by arrest,2013,11,0
Black,17,Male,Chicago,Open/No arrest,2013,11,1
Black,27,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,30,Male,Chicago,Open/No arrest,2013,11,1
Black,21,Male,Chicago,Closed by arrest,2013,11,0
Black,28,Male,Chicago,Open/No arrest,2013,11,1
Black,28,Male,Chicago,Open/No arrest,2013,11,1
Black,17,Male,Chicago,Open/No arrest,2013,11,1
Black,53,Male,Chicago,Closed by arrest,2013,11,0
Hispanic,21,Male,Chicago,Open/No arrest,2013,11,1
Black,22,Male,Chicago,Closed by arrest,2013,11,0
Black,24,Female,Chicago,Open/No arrest,2013,11,1
Black,35,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,17,Male,Chicago,Closed by arrest,2013,11,0
Hispanic,21,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,25,Male,Chicago,Closed by arrest,2013,11,0
White,79,Female,Chicago,Closed by arrest,2013,11,0
White,49,Female,Chicago,Closed by arrest,2013,11,0
Hispanic,27,Female,Chicago,Closed by arrest,2013,11,0
Black,34,Male,Chicago,Open/No arrest,2013,11,1
Black,18,Male,Chicago,Open/No arrest,2013,11,1
Black,32,Male,Chicago,Closed by arrest,2013,11,0
Black,30,Male,Chicago,Open/No arrest,2013,11,1
Hispanic,39,Female,Chicago,Open/No arrest,2013,11,1
Black,27,Male,Chicago,Open/No arrest,2013,11,1
Black,24,Male,Chicago,Open/No arrest,2013,12,1
Black,20,Male,Chicago,Open/No arrest,2013,12,1
Black,19,Male,Chicago,Open/No arrest,2013,12,1
Black,22,Male,Chicago,Open/No arrest,2013,12,1
Black,1,Male,Chicago,Closed by arrest,2013,12,0
Black,26,Male,Chicago,Open/No arrest,2013,12,1
Black,22,Male,Chicago,Closed by arrest,2013,12,0
Black,21,Male,Chicago,Closed by arrest,2013,12,0
Black,31,Male,Chicago,Open/No arrest,2013,12,1
Black,30,Male,Chicago,Open/No arrest,2013,12,1
Black,17,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,68,Male,Chicago,Closed by arrest,2013,12,0
Black,26,Male,Chicago,Closed by arrest,2013,12,0
Black,42,Male,Chicago,Open/No arrest,2013,12,1
Black,24,Male,Chicago,Open/No arrest,2013,12,1
Black,22,Male,Chicago,Closed by arrest,2013,12,0
Black,18,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,16,Male,Chicago,Open/No arrest,2013,12,1
Black,74,Male,Chicago,Closed by arrest,2013,12,0
Black,42,Male,Chicago,Closed by arrest,2013,12,0
Black,19,Male,Chicago,Closed by arrest,2013,12,0
Black,33,Male,Chicago,Closed by arrest,2013,12,0
Hispanic,31,Male,Chicago,Closed by arrest,2013,12,0
Black,29,Male,Chicago,Open/No arrest,2013,12,1
Black,11,Male,Chicago,Closed without arrest,2013,12,1
Black,18,Male,Chicago,Closed by arrest,2013,12,0
Hispanic,26,Male,Chicago,Open/No arrest,2013,12,1
Black,23,Male,Chicago,Closed by arrest,2013,12,0
Black,19,Female,Chicago,Open/No arrest,2013,12,1
Hispanic,22,Male,Chicago,Open/No arrest,2013,12,1
Black,40,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,41,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,41,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,41,Male,Chicago,Open/No arrest,2013,12,1
Black,50,Male,Chicago,Open/No arrest,2013,12,1
Black,28,Male,Chicago,Closed without arrest,2013,12,1
Hispanic,1,Female,Chicago,Open/No arrest,2013,12,1
Black,36,Male,Chicago,Closed by arrest,2013,12,0
Black,23,Male,Chicago,Open/No arrest,2013,12,1
Hispanic,22,Male,Chicago,Open/No arrest,2013,12,1
Black,27,Male,Chicago,Open/No arrest,2013,12,1
Black,30,Male,Chicago,Closed without arrest,2014,1,1
Black,17,Male,Chicago,Closed by arrest,2014,1,0
Hispanic,18,Female,Chicago,Closed by arrest,2014,1,0
Black,19,Male,Chicago,Closed by arrest,2014,1,0
Black,16,Male,Chicago,Closed by arrest,2014,1,0
Black,27,Male,Chicago,Open/No arrest,2014,1,1
Hispanic,22,Male,Chicago,Open/No arrest,2014,1,1
Black,27,Male,Chicago,Open/No arrest,2014,1,1
Black,21,Male,Chicago,Open/No arrest,2014,1,1
Black,19,Male,Chicago,Open/No arrest,2014,1,1
Black,19,Male,Chicago,Closed by arrest,2014,1,0
White,18,Male,Chicago,Closed without arrest,2014,1,1
White,35,Male,Chicago,Closed without arrest,2014,1,1
White,19,Male,Chicago,Closed by arrest,2014,1,0
Black,21,Male,Chicago,Open/No arrest,2014,1,1
Black,44,Male,Chicago,Open/No arrest,2014,1,1
Black,35,Male,Chicago,Closed by arrest,2014,1,0
Hispanic,23,Male,Chicago,Open/No arrest,2014,1,1
Hispanic,15,Male,Chicago,Closed by arrest,2014,1,0
Black,19,Male,Chicago,Closed without arrest,2014,1,1
Hispanic,22,Male,Chicago,Open/No arrest,2014,2,1
Black,20,Male,Chicago,Open/No arrest,2014,2,1
Black,17,Male,Chicago,Open/No arrest,2014,2,1
Hispanic,34,Male,Chicago,Open/No arrest,2014,2,1
Black,29,Male,Chicago,Closed by arrest,2014,2,0
White,53,Female,Chicago,Closed by arrest,2014,2,0
Black,17,Male,Chicago,Closed by arrest,2014,2,0
White,44,Male,Chicago,Closed by arrest,2014,2,0
Black,14,Male,Chicago,Closed by arrest,2014,2,0
Black,30,Male,Chicago,Closed by arrest,2014,2,0
Black,69,Male,Chicago,Closed by arrest,2014,2,0
Black,1,Male,Chicago,Closed by arrest,2014,2,0
Black,23,Male,Chicago,Open/No arrest,2014,2,1
Black,31,Male,Chicago,Closed by arrest,2014,2,0
Black,28,Male,Chicago,Closed by arrest,2014,2,0
Black,32,Male,Chicago,Closed without arrest,2014,2,1
Black,50,Female,Chicago,Open/No arrest,2014,2,1
Black,25,Male,Chicago,Closed by arrest,2014,2,0
Black,46,Female,Chicago,Closed by arrest,2014,2,0
White,34,Male,Chicago,Open/No arrest,2014,2,1
Black,53,Male,Chicago,Open/No arrest,2014,3,1
White,66,Male,Chicago,Closed by arrest,2014,3,0
Hispanic,18,Male,Chicago,Open/No arrest,2014,3,1
Black,29,Male,Chicago,Open/No arrest,2014,3,1
Black,18,Male,Chicago,Closed by arrest,2014,3,0
Black,39,Female,Chicago,Open/No arrest,2014,3,1
Black,36,Male,Chicago,Open/No arrest,2014,3,1
Hispanic,19,Male,Chicago,Open/No arrest,2014,3,1
Hispanic,1,Female,Chicago,Closed by arrest,2014,3,0
Black,21,Male,Chicago,Closed by arrest,2014,3,0
Black,35,Male,Chicago,Open/No arrest,2014,3,1
Black,32,Male,Chicago,Open/No arrest,2014,3,1
Black,1,Female,Chicago,Closed by arrest,2014,3,0
Black,47,Male,Chicago,Open/No arrest,2014,3,1
Black,71,Female,Chicago,Closed by arrest,2014,3,0
Black,24,Male,Chicago,Closed without arrest,2014,3,1
Black,27,Male,Chicago,Closed by arrest,2014,3,0
Black,52,Male,Chicago,Open/No arrest,2014,3,1
White,73,Male,Chicago,Closed by arrest,2014,3,0
Black,20,Male,Chicago,Open/No arrest,2014,3,1
Black,22,Male,Chicago,Open/No arrest,2014,3,1
Black,26,Male,Chicago,Open/No arrest,2014,3,1
White,57,Male,Chicago,Closed by arrest,2014,4,0
Black,27,Male,Chicago,Closed by arrest,2014,4,0
Black,24,Male,Chicago,Open/No arrest,2014,4,1
Black,16,Male,Chicago,Closed by arrest,2014,4,0
Black,36,Male,Chicago,Open/No arrest,2014,4,1
Black,30,Male,Chicago,Open/No arrest,2014,4,1
Black,17,Female,Chicago,Closed without arrest,2014,4,1
Black,34,Male,Chicago,Open/No arrest,2014,4,1
Hispanic,17,Male,Chicago,Open/No arrest,2014,4,1
Black,32,Male,Chicago,Open/No arrest,2014,4,1
Hispanic,20,Male,Chicago,Closed by arrest,2014,4,0
Black,16,Male,Chicago,Open/No arrest,2014,4,1
Hispanic,22,Male,Chicago,Open/No arrest,2014,4,1
Black,20,Male,Chicago,Open/No arrest,2014,4,1
Black,42,Male,Chicago,Closed by arrest,2014,4,0
Black,18,Male,Chicago,Closed by arrest,2014,4,0
Black,16,Male,Chicago,Closed by arrest,2014,4,0
Hispanic,19,Male,Chicago,Open/No arrest,2014,4,1
Hispanic,50,Female,Chicago,Open/No arrest,2014,4,1
Hispanic,19,Male,Chicago,Open/No arrest,2014,4,1
Hispanic,32,Male,Chicago,Open/No arrest,2014,4,1
Black,22,Male,Chicago,Open/No arrest,2014,4,1
Black,19,Male,Chicago,Open/No arrest,2014,4,1
Black,22,Male,Chicago,Open/No arrest,2014,4,1
White,1,Male,Chicago,Closed by arrest,2014,4,0
Black,32,Female,Chicago,Open/No arrest,2014,4,1
Black,22,Male,Chicago,Closed by arrest,2014,4,0
Black,17,Male,Chicago,Closed by arrest,2014,4,0
Black,20,Male,Chicago,Closed by arrest,2014,4,0
Hispanic,21,Female,Chicago,Open/No arrest,2014,4,1
Hispanic,40,Male,Chicago,Closed by arrest,2014,4,0
Black,14,Female,Chicago,Closed by arrest,2014,4,0
Black,29,Male,Chicago,Closed by arrest,2014,4,0
Black,45,Male,Chicago,Open/No arrest,2014,4,1
Black,28,Male,Chicago,Closed by arrest,2014,4,0
Black,34,Male,Chicago,Open/No arrest,2014,5,1
Black,23,Male,Chicago,Closed by arrest,2014,5,0
Black,29,Male,Chicago,Open/No arrest,2014,5,1
Black,41,Male,Chicago,Open/No arrest,2014,5,1
Black,29,Male,Chicago,Closed without arrest,2014,5,1
Black,20,Female,Chicago,Open/No arrest,2014,5,1
Black,18,Male,Chicago,Open/No arrest,2014,5,1
Hispanic,24,Male,Chicago,Closed by arrest,2014,5,0
Black,37,Female,Chicago,Closed by arrest,2014,5,0
Black,22,Male,Chicago,Open/No arrest,2014,5,1
Black,24,Male,Chicago,Closed without arrest,2014,5,1
Hispanic,35,Male,Chicago,Open/No arrest,2014,5,1
Black,15,Male,Chicago,Closed by arrest,2014,5,0
White,26,Female,Chicago,Closed by arrest,2014,5,0
White,38,Male,Chicago,Open/No arrest,2014,5,1
Black,32,Male,Chicago,Open/No arrest,2014,5,1
Black,20,Male,Chicago,Open/No arrest,2014,5,1
Hispanic,3,Female,Chicago,Closed by arrest,2014,5,0
Black,15,Male,Chicago,Closed by arrest,2014,5,0
Black,19,Male,Chicago,Open/No arrest,2014,5,1
Black,17,Male,Chicago,Closed by arrest,2014,5,0
Black,29,Male,Chicago,Open/No arrest,2014,5,1
Black,18,Male,Chicago,Open/No arrest,2014,5,1
Black,38,Male,Chicago,Closed without arrest,2014,5,1
Black,18,Male,Chicago,Open/No arrest,2014,5,1
Black,20,Male,Chicago,Open/No arrest,2014,5,1
Hispanic,14,Male,Chicago,Open/No arrest,2014,5,1
Black,26,Male,Chicago,Closed by arrest,2014,5,0
Black,31,Male,Chicago,Closed by arrest,2014,5,0
Black,23,Male,Chicago,Open/No arrest,2014,5,1
Black,46,Male,Chicago,Open/No arrest,2014,5,1
Black,25,Male,Chicago,Open/No arrest,2014,5,1
Black,47,Male,Chicago,Open/No arrest,2014,5,1
Black,33,Male,Chicago,Closed by arrest,2014,5,0
Black,21,Male,Chicago,Open/No arrest,2014,5,1
Black,58,Female,Chicago,Closed by arrest,2014,5,0
Black,21,Male,Chicago,Open/No arrest,2014,5,1
Black,19,Male,Chicago,Closed by arrest,2014,5,0
Black,51,Male,Chicago,Open/No arrest,2014,5,1
Black,21,Male,Chicago,Open/No arrest,2014,5,1
White,16,Male,Chicago,Open/No arrest,2014,5,1
Black,33,Male,Chicago,Closed without arrest,2014,6,1
Black,17,Male,Chicago,Open/No arrest,2014,6,1
Black,31,Male,Chicago,Open/No arrest,2014,6,1
White,27,Male,Chicago,Open/No arrest,2014,6,1
Hispanic,25,Male,Chicago,Open/No arrest,2014,6,1
Black,21,Male,Chicago,Open/No arrest,2014,6,1
Black,18,Male,Chicago,Open/No arrest,2014,6,1
Black,33,Male,Chicago,Open/No arrest,2014,6,1
Black,22,Female,Chicago,Open/No arrest,2014,6,1
Black,18,Male,Chicago,Open/No arrest,2014,6,1
Black,17,Male,Chicago,Open/No arrest,2014,6,1
Black,36,Male,Chicago,Open/No arrest,2014,6,1
Black,37,Female,Chicago,Closed without arrest,2014,6,1
Black,23,Female,Chicago,Closed without arrest,2014,6,1
Black,21,Female,Chicago,Open/No arrest,2014,6,1
Black,26,Male,Chicago,Open/No arrest,2014,6,1
Black,22,Male,Chicago,Open/No arrest,2014,6,1
Black,26,Male,Chicago,Open/No arrest,2014,6,1
Black,17,Male,Chicago,Open/No arrest,2014,6,1
Black,56,Male,Chicago,Closed by arrest,2014,6,0
Black,30,Male,Chicago,Open/No arrest,2014,6,1
Black,18,Male,Chicago,Closed by arrest,2014,6,0
Black,23,Male,Chicago,Open/No arrest,2014,6,1
Black,15,Male,Chicago,Open/No arrest,2014,6,1
Black,23,Male,Chicago,Open/No arrest,2014,6,1
Black,34,Male,Chicago,Closed without arrest,2014,6,1
Hispanic,16,Male,Chicago,Open/No arrest,2014,6,1
Black,46,Male,Chicago,Closed by arrest,2014,6,0
Black,54,Male,Chicago,Closed by arrest,2014,6,0
Black,56,Male,Chicago,Closed by arrest,2014,6,0
Hispanic,34,Male,Chicago,Open/No arrest,2014,6,1
Black,41,Male,Chicago,Closed by arrest,2014,6,0
Black,28,Male,Chicago,Closed by arrest,2014,6,0
Black,42,Male,Chicago,Open/No arrest,2014,6,1
Black,17,Male,Chicago,Open/No arrest,2014,6,1
Black,16,Male,Chicago,Open/No arrest,2014,7,1
Black,19,Male,Chicago,Open/No arrest,2014,7,1
Black,19,Male,Chicago,Closed by arrest,2014,7,0
Black,21,Female,Chicago,Open/No arrest,2014,7,1
Black,34,Male,Chicago,Closed by arrest,2014,7,0
Black,22,Male,Chicago,Open/No arrest,2014,7,1
Black,18,Male,Chicago,Open/No arrest,2014,7,1
Black,35,Male,Chicago,Closed by arrest,2014,7,0
Black,25,Male,Chicago,Open/No arrest,2014,7,1
Black,19,Male,Chicago,Open/No arrest,2014,7,1
Black,21,Male,Chicago,Closed by arrest,2014,7,0
Black,23,Male,Chicago,Open/No arrest,2014,7,1
Black,44,Female,Chicago,Open/No arrest,2014,7,1
Black,19,Female,Chicago,Closed by arrest,2014,7,0
Hispanic,49,Female,Chicago,Open/No arrest,2014,7,1
Black,25,Male,Chicago,Closed by arrest,2014,7,0
Black,19,Male,Chicago,Open/No arrest,2014,7,1
Black,24,Male,Chicago,Open/No arrest,2014,7,1
Black,23,Male,Chicago,Open/No arrest,2014,7,1
Black,17,Male,Chicago,Open/No arrest,2014,7,1
White,32,Male,Chicago,Closed by arrest,2014,7,0
Black,32,Male,Chicago,Closed by arrest,2014,7,0
Black,27,Male,Chicago,Closed by arrest,2014,7,0
Hispanic,28,Male,Chicago,Closed by arrest,2014,7,0
Black,57,Male,Chicago,Open/No arrest,2014,7,1
Hispanic,16,Male,Chicago,Open/No arrest,2014,7,1
Black,11,Female,Chicago,Closed by arrest,2014,7,0
Black,25,Male,Chicago,Open/No arrest,2014,7,1
Black,30,Male,Chicago,Open/No arrest,2014,7,1
Black,21,Male,Chicago,Open/No arrest,2014,7,1
Black,16,Male,Chicago,Closed by arrest,2014,7,0
Hispanic,24,Male,Chicago,Open/No arrest,2014,7,1
Black,22,Male,Chicago,Closed without arrest,2014,7,1
Black,34,Male,Chicago,Open/No arrest,2014,7,1
Hispanic,33,Male,Chicago,Closed by arrest,2014,7,0
Black,16,Male,Chicago,Closed by arrest,2014,7,0
Black,38,Male,Chicago,Open/No arrest,2014,7,1
Black,13,Male,Chicago,Open/No arrest,2014,7,1
Black,79,Female,Chicago,Closed by arrest,2014,7,0
Black,49,Male,Chicago,Open/No arrest,2014,7,1
Black,34,Male,Chicago,Closed by arrest,2014,7,0
Black,23,Male,Chicago,Closed by arrest,2014,8,0
Black,28,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,16,Male,Chicago,Closed by arrest,2014,8,0
Black,32,Male,Chicago,Closed by arrest,2014,8,0
Black,33,Male,Chicago,Open/No arrest,2014,8,1
Black,17,Male,Chicago,Open/No arrest,2014,8,1
Black,46,Male,Chicago,Open/No arrest,2014,8,1
Black,26,Male,Chicago,Open/No arrest,2014,8,1
Black,39,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,21,Male,Chicago,Open/No arrest,2014,8,1
Black,29,Male,Chicago,Open/No arrest,2014,8,1
Black,18,Male,Chicago,Open/No arrest,2014,8,1
Black,16,Male,Chicago,Open/No arrest,2014,8,1
Black,26,Male,Chicago,Closed by arrest,2014,8,0
Black,30,Male,Chicago,Open/No arrest,2014,8,1
Black,17,Male,Chicago,Open/No arrest,2014,8,1
Black,23,Male,Chicago,Open/No arrest,2014,8,1
Black,46,Female,Chicago,Open/No arrest,2014,8,1
Black,51,Male,Chicago,Open/No arrest,2014,8,1
Black,25,Male,Chicago,Closed by arrest,2014,8,0
Black,16,Female,Chicago,Open/No arrest,2014,8,1
Black,29,Female,Chicago,Open/No arrest,2014,8,1
Black,26,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,16,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,21,Male,Chicago,Open/No arrest,2014,8,1
Asian,83,Female,Chicago,Closed without arrest,2014,8,1
Black,20,Male,Chicago,Open/No arrest,2014,8,1
Black,27,Male,Chicago,Open/No arrest,2014,8,1
Black,19,Male,Chicago,Open/No arrest,2014,8,1
Black,9,Male,Chicago,Closed by arrest,2014,8,0
Black,21,Male,Chicago,Open/No arrest,2014,8,1
Black,52,Male,Chicago,Open/No arrest,2014,8,1
Black,33,Male,Chicago,Open/No arrest,2014,8,1
Black,30,Male,Chicago,Open/No arrest,2014,8,1
Black,40,Male,Chicago,Open/No arrest,2014,8,1
Black,14,Male,Chicago,Closed by arrest,2014,8,0
Hispanic,16,Male,Chicago,Open/No arrest,2014,8,1
Black,22,Male,Chicago,Closed without arrest,2014,8,1
Black,23,Male,Chicago,Open/No arrest,2014,8,1
Black,32,Male,Chicago,Closed by arrest,2014,8,0
Hispanic,38,Female,Chicago,Closed by arrest,2014,8,0
Black,19,Male,Chicago,Open/No arrest,2014,8,1
Black,34,Male,Chicago,Open/No arrest,2014,8,1
Black,36,Male,Chicago,Open/No arrest,2014,8,1
Black,34,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,58,Male,Chicago,Open/No arrest,2014,8,1
Black,29,Male,Chicago,Open/No arrest,2014,8,1
Hispanic,23,Male,Chicago,Closed by arrest,2014,8,0
Hispanic,22,Male,Chicago,Closed by arrest,2014,9,0
Black,51,Male,Chicago,Closed without arrest,2014,9,1
Black,22,Male,Chicago,Closed by arrest,2014,9,0
Asian,35,Male,Chicago,Open/No arrest,2014,9,1
Hispanic,24,Male,Chicago,Closed by arrest,2014,9,0
Black,19,Male,Chicago,Open/No arrest,2014,9,1
Black,23,Male,Chicago,Open/No arrest,2014,9,1
White,64,Male,Chicago,Open/No arrest,2014,9,1
Hispanic,19,Male,Chicago,Open/No arrest,2014,9,1
Black,53,Male,Chicago,Closed by arrest,2014,9,0
Black,20,Male,Chicago,Open/No arrest,2014,9,1
Black,54,Male,Chicago,Open/No arrest,2014,9,1
Black,32,Male,Chicago,Open/No arrest,2014,9,1
Black,21,Male,Chicago,Closed by arrest,2014,9,0
Hispanic,31,Male,Chicago,Open/No arrest,2014,9,1
Black,19,Male,Chicago,Open/No arrest,2014,9,1
Black,17,Male,Chicago,Open/No arrest,2014,9,1
Black,37,Female,Chicago,Closed by arrest,2014,9,0
Black,28,Male,Chicago,Closed by arrest,2014,9,0
Black,22,Male,Chicago,Open/No arrest,2014,9,1
Black,19,Male,Chicago,Open/No arrest,2014,9,1
Hispanic,19,Male,Chicago,Open/No arrest,2014,9,1
Black,16,Male,Chicago,Closed by arrest,2014,9,0
Black,19,Male,Chicago,Open/No arrest,2014,9,1
Black,21,Male,Chicago,Open/No arrest,2014,9,1
Black,23,Male,Chicago,Open/No arrest,2014,9,1
Black,19,Male,Chicago,Open/No arrest,2014,9,1
Black,16,Male,Chicago,Closed by arrest,2014,9,0
Black,21,Male,Chicago,Open/No arrest,2014,9,1
Black,34,Male,Chicago,Closed by arrest,2014,9,0
Black,20,Male,Chicago,Open/No arrest,2014,9,1
Black,22,Male,Chicago,Open/No arrest,2014,9,1
Black,27,Male,Chicago,Open/No arrest,2014,9,1
Black,20,Male,Chicago,Closed by arrest,2014,9,0
